,route,dist_from,fromDistName,dist_to,toDistName,SPC_20,SPC_45,APC_19_curr,APC_45_proj
929,61C,22,McKeesport White Oak,6,Hazelwood,7.206896551724138,20.965517241379306,15.790277407739458,45.93535245887842
930,61C,22,McKeesport White Oak,7,Squirrel Hill,13.0,18.0,28.482940587166393,39.43791773607654
931,61C,22,McKeesport White Oak,8,Oakland,45.862068965517246,76.00000000000001,100.48358350379657,166.5156526634343
934,61C,22,McKeesport White Oak,11,Waterfront (West Homestead Homestead Munhall(part)),23.25,25.500000000000004,50.9406437424322,55.870383459441776
935,61C,22,McKeesport White Oak,12,Downtown,77.92405063291139,84.65822784810126,170.73123880681237,185.48579030863564
945,61C,22,McKeesport White Oak,22,McKeesport White Oak,46.4692082111437,46.134897360703825,101.81382281620544,101.08134927076513
948,61C,22,McKeesport White Oak,25,Munhall Whitaker Duquesne,31.21991701244813,36.42323651452282,68.4026954924481,79.80314474118946
963,61C,22,McKeesport White Oak,40,Midtown/Uptown,6.551724137931035,15.724137931034482,14.354797643399507,34.45151434415882
944,55,22,McKeesport White Oak,21,Wilmerding Wall North Versailles,14.333333333333332,15.33333333333333,42.606956873306665,45.579535259816424
945,55,22,McKeesport White Oak,22,McKeesport White Oak,14.674486803519065,14.568914956011735,43.62106230526358,43.30724171313938
946,55,22,McKeesport White Oak,23,Lincoln Liberty Port Vue,5.104477611940299,5.104477611940299,15.173459823676726,15.173459823676726
949,55,22,McKeesport White Oak,26,Baldwin Brentwood Whitehall West Mifflin,22.29850746268657,24.985074626865668,66.28406133500886,74.27009282115448
950,55,22,McKeesport White Oak,27,Allegheny County Southeast (remainder),25.0,30.0,74.3144596627442,89.17735159529303
933,P7,22,McKeesport White Oak,10,Shadyside,2.761904761904762,3.2222222222222223,5.97671110127641,6.972829618155813
935,P7,22,McKeesport White Oak,12,Downtown,19.822784810126578,21.535864978902946,42.89614170156612,46.60321567577554
936,P7,22,McKeesport White Oak,13,East Liberty,2.3015873015873014,2.7619047619047614,4.980592584397009,5.97671110127641
938,P7,22,McKeesport White Oak,15,Pittsburgh East (remainder),4.142857142857142,4.603174603174603,8.965066651914615,9.961185168794017
943,P7,22,McKeesport White Oak,20,Wilkinsburg Wilkins Braddock and vicinity,14.069306930693068,15.217821782178218,30.44572140204666,32.93108641445863
945,P7,22,McKeesport White Oak,22,McKeesport White Oak,11.821114369501464,11.736070381231672,25.580674053703575,25.396640427417942
948,P7,22,McKeesport White Oak,25,Munhall Whitaker Duquesne,7.941908713692946,9.265560165975105,17.186144370060383,20.050501765070447
965,P7,22,McKeesport White Oak,42,Homewood/Lincoln-Lemington,3.6825396825396814,4.1428571428571415,7.968948135035212,8.965066651914613
945,60,22,McKeesport White Oak,22,McKeesport White Oak,12.228739002932553,12.140762463343112,569.0,564.906474820144
929,56,22,McKeesport White Oak,6,Hazelwood,3.7931034482758617,11.034482758620687,9.985978396471456,29.050118971553324
931,56,22,McKeesport White Oak,8,Oakland,24.13793103448276,40.00000000000001,63.54713525027291,105.30668127188083
935,56,22,McKeesport White Oak,12,Downtown,41.01265822784811,44.55696202531646,107.97267320281452,117.30364496108244
939,56,22,McKeesport White Oak,16,Hays Lincoln Place,4.0,4.0,10.53066812718808,10.53066812718808
945,56,22,McKeesport White Oak,22,McKeesport White Oak,24.457478005865106,24.281524926686224,64.38839602694179,63.92517015624438
946,56,22,McKeesport White Oak,23,Lincoln Liberty Port Vue,8.507462686567164,8.507462686567164,22.39731653916868,22.39731653916868
948,56,22,McKeesport White Oak,25,Munhall Whitaker Duquesne,16.431535269709542,19.1701244813278,43.25876118637427,50.46855471743665
949,56,22,McKeesport White Oak,26,Baldwin Brentwood Whitehall West Mifflin,37.16417910447761,41.641791044776106,97.84090909215793,109.62897042856247
963,56,22,McKeesport White Oak,40,Midtown/Uptown,3.4482758620689657,8.275862068965518,9.078162178610416,21.787589228665
934,59,22,McKeesport White Oak,11,Waterfront (West Homestead Homestead Munhall(part)),7.75,8.500000000000002,7.689285540058104,8.433409947160502
942,59,22,McKeesport White Oak,19,Monroeville Pitcairn Turtle Creek,49.0,68.0,48.61612793068995,67.467279577284
943,59,22,McKeesport White Oak,20,Wilkinsburg Wilkins Braddock and vicinity,18.435643564356443,19.94059405940595,18.291216449170484,19.784376975633382
944,59,22,McKeesport White Oak,21,Wilmerding Wall North Versailles,15.129629629629632,16.185185185185187,15.01110223710268,16.05838843969124
945,59,22,McKeesport White Oak,22,McKeesport White Oak,15.489736070381232,15.378299120234606,15.3683875593934,15.25782362011719
946,59,22,McKeesport White Oak,23,Lincoln Liberty Port Vue,5.388059701492537,5.388059701492537,5.3458489744072715,5.3458489744072715
948,59,22,McKeesport White Oak,25,Munhall Whitaker Duquesne,10.406639004149378,12.141078838174275,10.325112105188449,12.045964122719857
949,59,22,McKeesport White Oak,26,Baldwin Brentwood Whitehall West Mifflin,23.537313432835823,26.373134328358205,23.352919203989664,26.166523927361908
933,P76,22,McKeesport White Oak,10,Shadyside,3.238095238095238,3.777777777777778,3.4253916568590923,3.996290266335608
935,P76,22,McKeesport White Oak,12,Downtown,23.240506329113927,25.248945147679326,24.584773030874754,26.709383045888618
936,P76,22,McKeesport White Oak,13,East Liberty,2.6984126984126986,3.238095238095238,2.8544930473825776,3.425391656859093
938,P76,22,McKeesport White Oak,15,Pittsburgh East (remainder),4.857142857142857,5.396825396825396,5.138087485288638,5.708986094765154
943,P76,22,McKeesport White Oak,20,Wilkinsburg Wilkins Braddock and vicinity,16.495049504950494,17.84158415841584,17.449148588653497,18.873568881604804
944,P76,22,McKeesport White Oak,21,Wilmerding Wall North Versailles,13.537037037037036,14.48148148148148,14.320040121035928,15.319112687619828
945,P76,22,McKeesport White Oak,22,McKeesport White Oak,13.859237536656892,13.759530791788858,14.66087719409339,14.555403257445239
965,P76,22,McKeesport White Oak,42,Homewood/Lincoln-Lemington,4.317460317460317,4.857142857142857,4.567188875812123,5.138087485288638
